Company Name,Orbit,Challenge Area,Industry,Business Model,Website,Featured,Description,Investors,Growth Score,Employees added since last funding,Mindshare Score,Momentum Score,Mattermark URL,Is Raising On AngelList,AngelList Raising Amount,AngelList Pre-Money Valuation,AngelList Raised Amount,Keywords,Employee Count,Employees Month Ago,Employees Added This Month,Employees MoM,Employees 6 Months Ago,Employees Added In 6 Months,Employees 6 Months Growth,Est. Monthly Uniques,Monthly Uniques Week Ago,Monthly Uniques WoW,Monthly Uniques Month Ago,Monthly Uniques MoM,Est. Monthly Mobile Downloads,Mobile Downloads Week Ago,Mobile Downloads WoW,Mobile Downloads Month Ago,Mobile Downloads MoM,Mobile Growth Score,Twitter Followers,Twitter Followers Week Ago,Twitter Followers WoW,Twitter Followers Month Ago,Twitter Followers MoM,Twitter Mentions Last Week,Twitter Mentions 2 Weeks Ago,Twitter Mentions WoW,Twitter Mentions Last Month,Twitter Mentions 2 Months Ago,Twitter Mentions MoM,Facebook Likes,Facebook Likes Week Ago,Facebook Likes Wow,Facebook Likes Month Ago,Facebook Likes MoM,Facebook Talking Last Week,Facebook Talking 2 Weeks Ago,Facebook Talking WoW,Facebook Talking Month Ago,Facebook Talking 2 Months Ago,Facebook Talking MoM,LinkedIn Follows,LinkedIn Follows Week Ago,LinkedIn Follows WoW,LinkedIn Follows Month Ago,LinkedIn Follows MoM,Est. Founding Date,Stage,Total Funding,Last Funding Date,Last Funding Amount,Location,City,Region,State,Country,Continent,Has Mobile App,Months since last funding,New person months since last funding,New funding employee growth
Petra Solar,Assurance,Resources,cleantech|energy|solar power,B2B,http://petrasolar.com,,TRANSFORMING STREETLIGHTS INTO ONE OF THE MOST VALUABLE MUNICIPAL ASSETS,BlueRun Ventures|Arsenal Venture Partners|Craton Equity Partners|Espirito Santo Ventures,-16,-11,8,-193,https://mattermark.com/app/data/6456/petra-solar,No,,,,,59,55,4,7,53,6,11,19,26,-27,30,-37,,,,,,,794,,,,,1,0,,1,2,-50,611,603,1,599,2,2,2,0,1,1,0,1694,1683,1,1665,2,1/1/2006,B,39999987,2/8/2010,39999987,new york,south plainfield,new york,NJ,usa,NA,No,69,208,192307.63
Pink Park ltd,Safety,Mobility & Logistics,Mobility|Parking,B2B|B2C,http://www.pinkpark.co.il/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Place I Live,,,consumer services,B2B|B2C,http://placeilive.com,,"PlaceILive.com combines relevant, objective and systematic information about the quality of living environment and real estate. I know, where I live!",Practica Capital,510,7,497,0,https://mattermark.com/app/data/97384/place-i-live,No,,,,big data|data mining|data visualization|health & wellness|location based services (lbs),7,7,0,0,7,0,0,23218,26788,-13,35088,-34,,,,,,,10111,,,,,57,2,2750,63,30,110,1501,1501,0,1497,0,3,2,50,3,5,-40,77,75,3,68,13,1/1/2012,Pre Series A,0,1/1/2013,,vilnius,vilnius,,,ltu,EU,No,34,131,0
PlaceIlive,Core,Government,Open Data,B2C,http://placeilive.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Placemeter,Assurance,Built Environment,internet of things|mobile|retail,B2B|B2C|B2G,http://placemeter.com,,Placemeter is a platform that senses and unlocks massive amounts of data about real-time activity in physical places.,New Enterprise Associates|Kima Ventures|TriplePoint Capital|Scrum Ventures|Correlation Ventures|Techstars|MI Ventures LLC|FundersClub|Collaborative Fund|New Enterprise Associates|Qualcomm Ventures|Techstars|NYC 2013 Spring,309,16,259,33,https://mattermark.com/app/data/110313/,No,,,,big data|internet of things|local,26,24,2,8,17,9,53,9074,9197,-1,9140,-1,,,,,,,1930,,,,,38,31,23,96,84,14,586,577,2,555,6,52,52,0,74,60,23,338,334,1,318,6,1/1/2012,A,7718000,9/18/2014,6000000,new york,new york,new york,NY,usa,NA,No,13,98,61224.49
PlugSurfing,Safety,Mobility & Logistics,automotive|mobile,B2B|B2C,http://plugsurfing.com,,"Find charging points & charging stations and pay with PlugSurfing, Europe-wide. PlugSurfing has over 15.000 charging points for electric cars.",,67,,67,-4,https://mattermark.com/app/data/179147/plugsurfing,No,,,,consumer goods|it|social media,10,8,2,25,4,6,150,560,489,15,389,44,,,,,,,120,,,,,0,0,,0,0,,805,285,182,265,204,4,4,0,6,,,69,68,1,66,5,1/1/2012,No Known Funding,,,,berlin,berlin,,,deu,EU,No,,,
PlumLife,Assurance,Built Environment,hardware|internet of things|mobile,B2B|B2C|SaaS,http://plumlife.com,,Plum allows for control of household light and electrical sockets from a mobile phone.,Techstars|Techstars,92,1,82,0,https://mattermark.com/app/data/118722/plumlife,No,,,,cloud computing|consumer electronics|internet of things|women,5,4,1,25,4,1,25,2832,2763,2,1634,73,,,,,,,1104,,,,,0,0,,1,1,0,1933,1904,2,1896,2,8,8,0,20,15,33,34,34,0,34,0,1/1/2009,A,3650000,6/2/2015,2900000,austin,austin,austin,TX,usa,NA,No,5,1,2900000
Points,,,advertising|e-commerce|hardware,B2B,http://pointssign.com,,"Introducing Points. A rotating, digital directional sign that helps you find the best of what's happening nearby.",,27,,27,6,https://mattermark.com/app/data/189910/,No,,,,advertising platform|social commerce,2,1,1,100,1,1,100,83,65,28,74,12,,,,,,,129,,,,,0,0,,0,0,,2422,2415,0,2398,1,13,13,0,10,10,0,17,17,0,16,6,,No Known Funding,,,,new york,brooklyn,new york,NY,usa,NA,No,,,
Porterra,Safety,Mobility & Logistics,transportation,B2G,www.proterra.com,,Fully Electric Buses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Postmates,,,consumer services|e-commerce|food & beverages|mobile,B2C|Marketplace,http://postmates.com,,"Postmates has developed proprietary logistics software that dispatches and guides couriers through major metropolitan areas to deliver local goods including prepared food, groceries and retail goods. The company has partnered with merchants in San Francisco, D.C., Seattle and New York, including Whole Foods, Momofuku Milk Bar, Hapa Ramen and The Meatball Shop, among others.",Naval Ravikant|Shervin Pishevar|Dave Morin|Scott Banister|Russel Simmons|Thomas Korte|Matrix Partners|Crosslink Capital|David Sacks|Maneesh Arora|Slow Ventures|Expansion Venture Capital|Spark Capital|Tiger Global Management|Slow Ventures|Kindred Partners|Kindred Partners|Founders Fund|Scott Banister|Matrix Partners|Crosslink Capital|SoftTech VC|Scott Banister|Jawed Karim|Paige Craig|AngelPad Fall 2010,3258,199,757,128,https://mattermark.com/app/data/61276/postmates,No,,,,local|logistics|pioneer250|shipping,733,708,25,4,414,319,77,909227,915639,-1,896191,1,,23151,,23151,,0,51283,,,,,638,536,19,2481,3414,-27,59489,58756,1,57003,4,612,618,-1,1128,5623,-80,1736,1698,2,1580,10,1/1/2011,Late,137200000,6/25/2015,80000000,bay area,san francisco,bay area,CA,usa,NA,Yes,4,512,156250
PredPol,Core,Government,analytics|government,B2B|SaaS,http://predpol.com,,PredPol is an innovative and proven policing technology that helps law enforcement predict and prevent crime.,South Swell Ventures|Ken Kannapan|Barbara Scherer,157,2,147,-1,https://mattermark.com/app/data/92512/predpol,No,,,,business intelligence,22,24,-2,-8,23,-1,-4,683,706,-3,918,-26,,,,,,,780,,,,,13,13,0,48,351,-86,1316,1315,0,1317,0,11,7,57,7,5,40,508,491,3,430,18,1/1/2012,A,3675000,6/16/2014,2375000,santa cruz,santa cruz,,CA,usa,NA,No,16,27,87962.96
ProductBio.com,Assurance,Resources,analytics|cleantech|cloud computing|e-commerce|media|retail,B2B|Marketplace,http://productbio.com,,Procurement tool that helps buyers to find and purchase sustainable products.,Code for America Accelerator|500 Startups|500 Startups Batch 10 (Fall 2014),145,,116,0,https://mattermark.com/app/data/195252/,No,,,,big data|it|social commerce|supply chain|sustainability,12,13,-1,-8,6,6,100,13,19,-32,20,-35,,,,,,,293,,,,,1,0,,3,12,-75,255,254,0,254,0,7,4,75,4,7,-43,12,12,0,10,20,1/1/2012,Pre Series A,0,,,,,,,,,No,,,
Provender,Assurance,Resources,agriculture|e-commerce|food & beverages,B2B|B2C|Marketplace,http://provender.com,,Provender is a marketplace built for your kitchen. We're a direct connection to dozens of local farms. Provender is there to help you find fresh food.,FounderFuel|Business Development Bank of Canada|Real Ventures|BDC Venture Capital|LP Maurice|Frederic Boulanger|Michel Murdock|FounderFuel|Techstars|Boston 2015 Summer,186,6,163,0,https://mattermark.com/app/data/180255/,No,,,,social commerce|verifiedga|wholesale,23,21,2,10,12,11,92,974,984,-1,736,32,,,,,,,1398,,,,,0,0,,0,0,,94,94,0,94,0,9,,,1,1,0,,,,,,1/1/2013,Pre Series A,1100000,8/7/2014,800000,montréal,montréal,,QC,can,NA,No,15,49,16326.53
PublicStuff,Core,Government,government|mobile,B2B|B2C|SaaS,http://publicstuff.com,,Get stuff fixed in your community with this easy to use mobile and web application. PublicStuff saves local governments time and money by helping them manage and resolve service requests and connect with residents quickly and efficiently.,Entrepreneurs Roundtable Accelerator|FirstMark Capital|First Round Capital|New York Angels|Primary Venture Partners,60,14,33,2,https://mattermark.com/app/data/100328/,No,,,,android,33,30,3,10,36,-3,-8,2921,3240,-10,3598,-19,,,,1904,,0,1998,,,,,21,15,40,52,97,-46,1060,1059,0,1056,0,1,1,0,1,2,-50,666,666,0,665,0,1/1/2009,Exited (acquired),6552136,10/9/2012,5000000,new york,new york,new york,NY,usa,NA,Yes,37,206,24271.84
PWRstation Corp,Assurance,Resources,cleantech|energy,B2B|B2C,http://pwrstation.com,,Plug and play solar panels,,25,,25,-12,https://mattermark.com/app/data/221471/pwrstation-corp,No,,,,solar,4,4,0,0,6,-2,-33,13,13,0,12,8,,,,,,,5144,,,,,0,1,-100,10,67,-85,,,,,,,,,,,,68,67,1,68,0,1/1/2013,No Known Funding,,,,miami,miami,miami,FL,usa,NA,No,,,
Quanergy Systems,Assurance,Built Environment,drones|robotics|transportation,B2B|B2C,http://quanergy.com,,Quanergy offers LiDAR sensors and software to capture and process real-time 3D mapping data.,TEEC Angel Fund|Motus Ventures|Rising Tide Fund|Wardenclyffe Partners|Wicklow Capital|Wardenclyffe Partners|Motus Ventures|Newbury Ventures|Markis,158,16,83,96,https://mattermark.com/app/data/182428/quanergy-systems,No,,,,artificial intelligence|cloud computing|location based services (lbs),37,34,3,9,26,11,42,154,209,-26,447,-66,,,,,,,632,,,,,0,3,-100,3,0,,107,104,3,96,11,8,8,0,15,26,-42,639,622,3,567,13,1/1/2012,A,60000000,12/19/2014,30000000,bay area,sunnyvale,bay area,CA,usa,NA,No,10,70,428571.43
Rachio,Assurance,Resources,cleantech|hardware|internet of things|mobile,B2B|B2C|Marketplace|SaaS,http://rach.io,,Rachio is a technology company offering a smart irrigation controller with cloud-based software and web-based dashboards.,Foundry Group|Slow Ventures|Amazon|SK Ventures|FG Angels|Urban.Us|Galvanize Ventures|Jordan Mendell|Jeff Richards|Hany Nada,415,2,308,59,https://mattermark.com/app/data/145809/,No,,,,consumer electronics|home & garden|home improvement|internet of things|it,21,,,,,,,17508,17772,-1,26181,-33,,,,,,,1877,,,,,4,7,-43,19,67,-72,11558,11519,0,11345,2,86,81,6,397,339,17,,,,,,1/1/2012,A,3200000,8/28/2015,0,denver,denver,denver,CO,usa,NA,No,2,0,0
Radiator Labs,Assurance,Resources,analytics|cleantech|energy|internet of things,B2B,http://radiatorlabs.com,,"The Cozy finally allows you to tame your radiator, smartphone app included. Radiator heat: Welcome to the connected home.",Dorm Room Fund|Urban.Us,75,8,60,3,https://mattermark.com/app/data/143185/radiator-labs,No,,,,clean energy|sustainability,13,10,3,30,8,5,63,43,30,43,47,-9,,,,,,,644,,,,,0,1,-100,3,44,-93,173,173,0,173,0,1,1,0,2,,,63,61,3,57,11,1/1/2011,Pre Series A,220000,5/1/2012,220000,new york,new york,new york,NY,usa,NA,No,42,68,3235.29
Rally Bus,Safety,Mobility & Logistics,transportation,B2C,http://rallybus.net,,Rally Bus provides round trip shuttle bus travel to events of all kinds. Crowd-powered travel for the smarter way to get there.,YEI Innovation Fund|First Niagara Bank|Connecticut Innovations,592,10,529,-574,https://mattermark.com/app/data/10626401/,No,,,,android,21,19,2,11,14,7,50,38999,36056,8,29260,33,,,,,,,596,,,,,,,,,,,2391,2407,-1,2390,0,39,39,0,60,53,13,62,62,0,60,3,1/1/2013,Pre Series A,1250000,1/26/2015,1250000,,,,,,,No,9,48,26041.67
Reaction Housing,Assurance,Resources,cleantech|hardware,B2B,http://reactionhousing.com,,"reaction housing system, exo, emergency housing, emergency shelters,
disaster housing, temporary housing, rapid response housing",Riverwood Capital,82,19,25,10,https://mattermark.com/app/data/122746/,No,,,,architecture|design|product design|social good|sustainability,31,30,1,3,15,16,107,947,985,-4,516,84,,,,,,,1230,,,,,0,1,-100,17,22,-23,3405,3381,1,3368,1,14,12,17,24,28,-14,228,216,6,201,13,1/1/2013,A,9860000,3/5/2015,9800000,austin,austin,austin,TX,usa,NA,No,8,90,108888.89
Refresh Water,Assurance,Resources,Water,B2B,http://www.re-freshwater.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RelayRides,Assurance,Built Environment,enterprise software|hospitality|transportation|travel,B2C|B2B,http://relayrides.com,,"Rent cars from our nationwide car rental marketplace, or make money by renting out your car. From A3 to Z4, RelayRides features an unbeatable selection of vehicles at low prices. Join our community today.",Expansion Venture Capital|Canaan Partners|August Capital|Google Ventures|Shasta Ventures|GM Ventures|Shasta Ventures|Lisa Gansky|Google Ventures|August Capital|Kevin Donahue|Webb Investment Network|Expansion Venture Capital|Kleiner Perkins Caufield & Byers|August Capital|Canaan Partners|Google Ventures|Shasta Ventures|Trinity Ventures|Canaan Partners|August Capital|Google Ventures|Shasta Ventures|Trinity Ventures|Webb Investment Network|MassChallenge 2010,504,0,374,43,https://mattermark.com/app/data/39456/,No,,,,community|p2p,92,90,2,2,76,16,21,658413,659959,0,656169,0,5532,5584,-1,6589,-16,0,10335,,,,,29,73,-60,211,233,-9,19054,19071,0,18769,2,102,101,1,248,147,69,1103,1089,1,1042,6,1/1/2009,B,100150000,11/3/2015,47000000,bay area,san francisco,bay area,CA,usa,NA,Yes,0,,0
Remix,Safety,Mobility & Logistics,government|transportation,B2G,http://getremix.com,,The new standard in transit planning.,,345,,345,142,https://mattermark.com/app/data/10999386/,No,,,,public transit,,,,,,,,1508,1399,8,586,157,,,,,,,1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,,,
Renewable Funding,Assurance,Resources,cleantech|energy|finance,B2B,http://renewfund.com,,"Renewable Funding specializes in designing, administrating, and financing solutions for clean energy upgrade programs.",New Cycle Capital|Draper Fisher Jurvetson (DFJ)|NGEN Partners|Claremont Creek Ventures,242,81,18,0,https://mattermark.com/app/data/26712/,No,,,,,112,99,13,13,72,40,56,10,10,0,22,-55,,,,,,,,,,,,,,,,,,138,133,4,131,5,2,2,0,151,34,344,1076,1069,1,1048,3,1/1/2008,B,32200000,4/24/2014,20000000,bay area,oakland,bay area,CA,usa,NA,No,18,549,36429.87
Revivn,Assurance,Resources,cleantech|crowdfunding|hardware,B2B|B2C,http://revivn.com,,Revivn helps companies repurpose their unused hardware to underserved communities.,500 Startups|500 Startups Batch 10 (Fall 2014),151,,147,3,https://mattermark.com/app/data/193357/revivn,No,,,,collaborative consumption|hardware|recycling|social good|sustainability,4,4,0,0,4,0,0,80,80,0,58,38,,,,,,,339,,,17,1894,0,1,-100,4,56,-93,1081,1075,1,1073,1,2,1,100,1,1,0,68,66,3,59,15,1/1/2013,Pre Series A,0,,,new york,new york,new york,NY,usa,NA,No,,,
Revolv,Assurance,Built Environment,hardware|internet of things,B2B|B2C,http://revolv.com,,"Revolv unifies the best-selling smart home devices like Nest thermostat, Sonos, Philips Hue, Belkin WeMo, Yale & Kwikset locks, Insteon, and more into a single smartphone app. Control & monitor while at home or away, or create automated actions from sensors, time, geo-location or on-demand triggers.",Techstars|Techstars|Techstars Ventures|SK Ventures|American Family Insurance|Foundry Group|Drummond Road Capital|Foundry Group|John Ives|SK Ventures|Social Leverage|Techstars|Boulder 2012 Summer,328,5,319,-2,https://mattermark.com/app/data/93382/revolv,No,,,,internet of things,22,21,1,5,19,3,16,4444,4944,-10,6091,-27,,,,,,,7559,,,,,5,4,25,20,33,-39,13746,13751,0,13763,0,9,7,29,7,8,-13,83,83,0,81,2,1/1/2009,Exited (acquired),7318000,11/25/2013,4500000,boulder,boulder,boulder,CO,usa,NA,No,23,58,77586.21
Ride Report,,,,,http://ride.report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rides,Safety,Mobility & Logistics,Mobility|Ride Sharing,B2C,http://rides.com.mx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ridescout,Assurance,Resources,energy|mobile|transportation,B2C,http://ridescoutapp.com,,"RideScout is a mobile app that brings all ground transportation options to the palm of your hand in real time, including: public transit, taxi, bus, metro, subway, bikeshare, car share, carpool, driving, walking, and more. Sort and compare rides by type, cost, and time to choose your optimal route given your current circumstances.",,110,18,110,-6,https://mattermark.com/app/data/135625/ridescout,No,,,,location based services (lbs)|sustainability,38,37,1,3,27,11,41,1981,2071,-4,1937,2,369,764,-52,1907,-81,0,6070,,,,,281,69,307,694,897,-23,15796,15857,0,15937,-1,20,21,-5,54,50,8,358,348,3,316,13,1/1/2011,Exited (acquired),2600000,3/18/2014,2600000,austin,austin,austin,TX,usa,NA,Yes,19,113,23008.85
Riskpulse,Core,Government,Resilience|Management,B2B|B2G,http://riskpulse.com,,"Manage your business risks caused by extreme cold, summer heat, hurricanes, earthquakes, and more.",,118,,118,0,https://mattermark.com/app/data/225829/,No,,,,big data|supply chain,,,,,,,,1254,831,51,224,460,,,,,,,1025,,,,,30,11,173,65,145,-55,33,30,10,30,10,6,6,0,3,2,50,,,,,,,Late,2527500,,,austin,austin,austin,TX,usa,NA,No,,,
Rubicon,Assurance,Resources,cleantech|consulting|waste,B2B,http://rubiconglobal.com,,"Rubicon Global provides comprehensive waste stream solutions that allow companies to reduce operating expenses, implement recycling programs and save money through waste and recycling initiatives.",Nima Capital|Goldman Sachs|Wellington Management|Henry Kravis|Leonardo DiCaprio|Bill Gatton|Brad Kelley|Bruce Lunsford|Chris Sullivan|El Paso Advisors|QuarterMoore|Richmond Global|Rotunda Capital Partners|Spouting Rock Investments,514,16,136,-355,https://mattermark.com/app/data/256918/,No,,,,,124,113,11,10,,,,1302,1287,1,735,77,,,,,,,690,,,,,1,0,,2,27,-93,20858,20867,0,20887,0,30,34,-12,68,124,-45,1724,1678,3,1361,27,1/1/2008,C,80000000,9/17/2015,50000000,atlanta,atlanta,atlanta,GA,usa,NA,No,1,0,0
RubyRide,Safety,Mobility & Logistics,mobile|transportation,B2B|B2C|Subscription,http://rubyride.co,,RubyRide is the modern alternative to car rentals and vehicle ownership. Your own personal driver and car at the touch of a button!,,71,10,71,0,https://mattermark.com/app/data/222328/future-transit-systems-dba-rubyride,No,,,,logistics,17,18,-1,-6,12,5,42,100,108,-7,102,-2,,,,,,,12,,,,,0,0,,0,0,,622,621,0,621,0,7,5,40,9,6,50,164,162,1,158,4,1/1/2013,Pre Series A,75000,11/9/2013,75000,phoenix,phoenix,phoenix,AZ,usa,NA,No,24,92,815.22
Scytl,Core,Government,government,B2B,http://scytl.com,,"Scytl innovative election modernization, online voting and eGovernance technology is helping organizations worldwide improve democracy, citizen empowerment and public transparency.",Balderton Capital|Nauta Capital|Vy Capital|Adams Street Partners|Industry Ventures|Vulcan Capital,515,95,231,378,https://mattermark.com/app/data/41844/,No,,,,hardware,368,372,-4,-1,346,22,6,13017,11396,14,8258,58,,,,,,,752,,,,,11,10,10,32,37,-14,643,640,0,637,1,16,9,78,38,18,111,2340,2315,1,2238,5,1/1/2001,B,113200000,8/6/2014,104000000,barcelona,barcelona,,,esp,EU,No,15,1062,97928.44
SeamlessDocs,Core,Government,enterprise software|government|human resources|human resources hr,B2B|B2G,http://seamlessdocs.com,,"SeamlessDocs is the easiest and most powerful way to bring your forms and PDFs to the next level. In seconds use the powerful tools to convert them into fillable, smart online versions that can be completed and eSigned from any device.",New York Angels|Code for America Accelerator|Urban.Us|SoundBoard Angel Fund|Entrepreneurs Roundtable Accelerator,236,15,186,-246,https://mattermark.com/app/data/74818/seamlessdocs-bizodo,No,,,,productivity|project management|small & medium sized business,25,24,1,4,22,3,14,39675,42731,-7,35019,13,,,,,,,4805,,,,,0,0,,0,5,-100,2186,2187,0,2180,0,5,5,0,2,3,-33,63,60,5,58,9,1/1/2011,Pre Series A,1225000,7/1/2013,900000,new york,new york,new york,NY,usa,NA,No,28,138,6521.74
SeeClickFix,Core,Government,government|mobile,B2G,http://seeclickfix.com,,"SeeClickFix encourages residents to become active citizens, providing tools to help them take care of and improve their city by reporting non-emergency issue in their neighborhood.",O'Reilly AlphaTech Ventures|Omidyar Network|LaunchCapital|Connecticut Innovations|Elm Street Ventures|O'Reilly AlphaTech Ventures|Omidyar Network,294,9,180,-744,https://mattermark.com/app/data/27863/,No,,,,local|mobile apps|politics|social media|web application,30,27,3,11,17,13,76,203775,204709,0,163977,24,,1209,,1209,,0,5346,,,,,246,80,208,543,530,2,11,11,0,11,0,,,,,,,166,164,1,157,6,1/1/2008,A,2900000,7/1/2015,1400000,new haven,new haven,,CT,usa,NA,Yes,4,21,66666.67
Sense6,Assurance,Built Environment,hardware|internet of things|wearables,B2C,http://artemisfashion.com,,Artemis: Smart-Jewelry For Personal Safety,Wearable World Labs|Wearable World Labs Winter 2014|Wearable World Labs Winter 2014,50,,50,-2,https://mattermark.com/app/data/269615/,No,,,,,,,,,,,,2,3,-33,3,-33,,,,,,,238,,,,,0,0,,1,53,-98,307,307,0,308,0,1,1,0,2,2,0,,,,,,,Pre Series A,0,,,bay area,redwood city,bay area,CA,usa,NA,No,,,
Senseware,Assurance,Built Environment,internet of things,B2B|B2G,http://senseware.co,,Senseware web enables any physical environment using modular plug-and-play wireless sensor network,CAH Capital|CIT GAP Funds|Blu Ventures (Blu Venture Investors),146,4,84,-227,https://mattermark.com/app/data/274581/,No,,,,internet of things,6,6,0,0,1,5,500,154,155,-1,23,570,,,,,,,151,,,,,0,0,,0,1,-100,60,59,2,58,3,3,3,0,1,1,0,17,17,0,16,6,1/1/2013,Pre Series A,1000000,6/26/2015,1000000,washington d.c.,washington d.c.,washington d.c.,DC,usa,NA,No,4,12,83333.33
Share The Bus,Safety,Mobility & Logistics,transportation,B2B|B2C,http://sharethebus.com,,Rideshare by Bus Service,Maple Leaf Angels,239,1,212,72,https://mattermark.com/app/data/10902974/,No,,,,social good,8,8,0,0,,,,2278,2466,-8,2395,-5,,,,,,,426,,,,,1,0,,1,9,-89,1100,1088,1,1039,6,34,34,0,5,16,-69,8,7,14,5,60,1/1/2014,Pre Series A,850000,8/20/2015,750000,montral,montral,,,can,NA,No,2,2,375000
ShareRoller,,,,B2B,http://www.shareroller.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sidecar,Assurance,Built Environment,e-commerce|hospitality|mobile|transportation,B2C|Marketplace,http://side.cr,,Sidecar offers 'Shared Rides',SoftBank Capital|Correlation Ventures|Avalon Ventures|SoftBank Capital|Lightspeed Venture Partners|Union Square Ventures|Richard Branson|Avalon Ventures|Vast Ventures|Josh Silverman|Konstantin Othmer|Jared Kopf|Robert Goldberg|Lisa Gansky|Mark Pincus|First Step Fund|Lerer Hippeau Ventures|Huron River Ventures|SV Angel|Spring Ventures|Jeff Clarke|Huron River Ventures|Lightspeed Venture Partners|Google Ventures|Lerer Hippeau Ventures,229,29,120,-644,https://mattermark.com/app/data/91582/,No,,,,social commerce,89,90,-1,-1,81,8,10,105869,121447,-13,156572,-32,3524,3453,2,3617,-3,0,14633,,,,,203,288,-30,1226,3948,-69,20257,20257,0,20229,0,86,86,0,41,51,-20,1183,1177,1,1155,2,1/1/2012,C,35000000,9/15/2014,15000000,bay area,san francisco,bay area,CA,usa,NA,Yes,13,254,59055.12
Simpa Networks,Assurance,Resources,cleantech|energy,B2B|B2C,http://simpanetworks.com,,Simpa Networks provides access to clean energy on a pay-as-you-go basis for customers at the base of the economic pyramid.,ENGIE (formerly GDF SUEZ)|Overseas Private Investment Corp|Invested Development,202,35,41,-274,https://mattermark.com/app/data/51379/simpa-networks,No,,,,clean energy|social good|solar|sustainability,133,131,2,2,114,19,17,1232,1271,-3,2196,-44,,,,,,,1429,,,,,1,2,-50,89,7,1171,1275,1271,0,1249,2,56,62,-10,4,19,-79,2126,2120,0,2103,1,1/1/2010,Pre Series A,5100000,12/18/2014,4000000,bay area,san francisco,bay area,CA,usa,NA,No,10,196,20408.16
Sistine Solar,Assurance,Resources,advertising|cleantech|energy|hospitality|marketing,B2B|B2C|B2G,http://sistinesolar.com,,"We design beautiful custom solar panels and seamlessly integrate them into rooftops, outdoor furniture, and canopies.",,7,,7,-125,https://mattermark.com/app/data/245321/,No,,,,brand marketing|clean energy|design|solar,,,,,,,,12,19,-37,84,-86,,,,,,,162,161,1,158,3,2,0,,2,3,-33,,,,,,,,,,,,,,,,,,No Known Funding,,,,,,,,,,No,,,
Skeleton Technologies,Assurance,Resources,cleantech|energy,B2B,http://skeletontech.com,,Skeleton Technologies Group is a developer and manufacturer of breakthrough ultracapacitors cells.,Harju Elekter,163,8,82,129,https://mattermark.com/app/data/119437/skeleton-technologies,No,,,,sustainability,23,21,2,10,14,9,64,940,872,8,742,27,,,,,,,271,,,,,0,0,,0,0,,677,541,25,414,64,242,165,47,316,115,175,58,57,2,55,5,1/1/2009,B,10700000,6/3/2015,10700000,tartu,tartu,,,est,EU,No,5,22,486363.64
Skylock,Safety,Mobility & Logistics,Mobility|Cycling,B2C,https://skylock.cc/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smart Picture Technologies,,,analytics|mobile,B2B,http://smartpicture3d.com,,"The Smart Picture Measurement Cloud is a platform designed to connect field services personnel with headquarters when measurements are required to generate a quote, estimate or proposal.",,95,,95,23,https://mattermark.com/app/data/244934/,No,,,,,,,,,,,,260,181,44,127,105,,,,,,,31,,,,,0,0,,0,0,,820,807,2,777,6,11,11,0,11,6,83,,,,,,,No Known Funding,,,,austin,austin,austin,TX,usa,NA,No,,,
Smartmumbaikar,Safety,Mobility & Logistics,mobile|transportation,B2C,http://smartmumbaikar.com,,"Share Car & Cab with verified users. Reduce Traffic,Travel Cost & Pollution",,78,,78,-314,https://mattermark.com/app/data/219087/smartmumbaikar-com,No,,,,,,,,,,,,1116,1189,-6,1587,-30,,,,,,,12115,,,,,661,857,-23,2916,2505,16,1656,1656,0,1654,0,1,1,0,10,5,100,,,,,,,No Known Funding,,,,,,,,,,No,,,
SmartProcure,Core,Government,government|mobile,B2B|B2G,http://smartprocure.us,,See why SmartProcure's government purchase order database can help boost government sales and transform government procurement.,Code for America Accelerator,347,74,192,-386,https://mattermark.com/app/data/101470/,No,,,,,92,84,8,10,57,35,61,3891,3726,4,3307,18,,,,,,,2007,,,,,2,1,100,5,7,-29,113,112,1,111,2,1,,,1,,,283,279,1,266,6,1/1/2011,A,1825000,8/5/2013,25000,miami,deerfield beach,miami,FL,usa,NA,No,27,727,34.39
